Chr;Left;Right;Motif name;Frequency;Occuriencies around loop;Occuriencies in genome
chr6;533;543;bzpH_M0283_1.02;0.00036;2;5514
chr6;533;543;gbfA_M1673_1.02;0.00070;3;4289
chr6;533;543;mybV_M1348_1.02;0.00041;1;2436
chr4;1385;1390;mybG_M1351_1.02;0.00026;2;7662
chr4;1385;1390;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;954;964;mybG_M1351_1.02;0.00013;1;7662
chr6;954;964;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;954;964;mybA_M1354_1.02;0.00467;1;214
chr6;954;964;hbx7_M0876_1.02;0.00292;1;343
chr4;583;591;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;583;591;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1718;1726;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1718;1726;bzpH_M0283_1.02;0.00036;2;5514
chr5;1718;1726;gbfA_M1673_1.02;0.00023;1;4289
chr5;1718;1726;mybI_M1352_1.02;0.01408;1;71
chr5;1718;1726;gtaI_M0779_1.02;0.00277;1;361
chr4;1235;1240;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;1235;1240;mybE_M1349_1.02;0.00171;1;584
chr4;1235;1240;hbx10_M0878_1.02;0.00032;1;3127
chr4;1235;1240;bzpJ_M0282_1.02;0.00099;1;1011
chr3;601;610;mybG_M1351_1.02;0.00013;1;7662
chr3;601;610;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;601;610;gtaT_M0778_1.02;0.00188;1;532
chr3;601;610;hbx10_M0878_1.02;0.00032;1;3127
chr4;1674;1683;mybG_M1351_1.02;0.00013;1;7662
chr4;1674;1683;gtaE_M0773_1.02;0.00057;1;1766
chr4;1674;1683;gbfA_M1673_1.02;0.00023;1;4289
chr4;1674;1683;gtaT_M0778_1.02;0.00188;1;532
chr4;1674;1683;hbx9_M0877_1.02;0.00166;1;602
chr3;2072;2079;mybG_M1351_1.02;0.00013;1;7662
chr3;2072;2079;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2072;2079;gtaL_M0780_1.02;0.00286;1;350
chr3;2072;2079;gtaC_M0776_1.02;0.00173;1;579
chr3;2072;2079;gtaI_M0779_1.02;0.00277;1;361
chr1;645;655;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;645;655;mybZ_M1350_1.02;0.00214;1;467
chr1;645;655;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;645;655;hbx10_M0878_1.02;0.00032;1;3127
chr4;1199;1206;mybG_M1351_1.02;0.00039;3;7662
chr4;1199;1206;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;1199;1206;gbfA_M1673_1.02;0.00023;1;4289
chr4;1199;1206;hbx10_M0878_1.02;0.00032;1;3127
chr4;1199;1206;hbx4_M0872_1.02;0.00218;1;459
chr6;1110;1118;mybG_M1351_1.02;0.00013;1;7662
chr6;363;382;bzpH_M0283_1.02;0.00036;2;5514
chr6;363;382;bzpJ_M0282_1.02;0.00099;1;1011
chr6;110;122;hbx5-1_M0873_1.02;0.00028;3;10702
chr6;110;122;DDB_G0270590_M1714_1.02;0.00228;1;439
chr6;110;122;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;110;122;mybV_M1348_1.02;0.00041;1;2436
chr5;2052;2058;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;2052;2058;bzpH_M0283_1.02;0.00036;2;5514
chr5;2052;2058;hbx10_M0878_1.02;0.00032;1;3127
chr5;1483;1491;mybG_M1351_1.02;0.00013;1;7662
chr5;1483;1491;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1483;1491;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1483;1491;gtaE_M0773_1.02;0.00057;1;1766
chr3;2497;2506;mybG_M1351_1.02;0.00026;2;7662
chr3;2497;2506;gtaE_M0773_1.02;0.00057;1;1766
chr3;2497;2506;gbfA_M1673_1.02;0.00023;1;4289
chr3;2497;2506;gtaT_M0778_1.02;0.00188;1;532
chr3;2497;2506;hbx10_M0878_1.02;0.00032;1;3127
chr3;88;93;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;88;93;stkA_M0775_1.02;0.00172;1;583
chr3;88;93;mybV_M1348_1.02;0.00041;1;2436
chr3;88;93;mybG_M1351_1.02;0.00026;2;7662
chr3;88;93;hbx2_M0875_1.02;0.00211;1;474
chr3;88;93;bzpH_M0283_1.02;0.00036;2;5514
chr3;88;93;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2591;2599;mybG_M1351_1.02;0.00052;4;7662
chr3;2591;2599;hbx5-1_M0873_1.02;0.00037;4;10702
chr3;2591;2599;hbx5-2_M0874_1.02;0.00065;2;3073
chr3;2591;2599;hbx4_M0872_1.02;0.00218;1;459
chr3;2591;2599;mybV_M1348_1.02;0.00082;2;2436
chr1;618;624;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;618;624;mybG_M1351_1.02;0.00013;1;7662
chr1;618;624;bzpJ_M0282_1.02;0.00099;1;1011
chr1;618;624;bzpD_M0284_1.02;0.00266;1;376
chr1;618;624;gbfA_M1673_1.02;0.00023;1;4289
chr1;618;624;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1135;1152;mybG_M1351_1.02;0.00013;1;7662
chr4;1135;1152;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1135;1152;bzpH_M0283_1.02;0.00036;2;5514
chr4;1135;1152;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1782;1791;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1782;1791;mybE_M1349_1.02;0.00171;1;584
chr4;1782;1791;mybV_M1348_1.02;0.00041;1;2436
chr2;1034;1046;mybG_M1351_1.02;0.00013;1;7662
chr2;1034;1046;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;1034;1046;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;1034;1046;mybV_M1348_1.02;0.00041;1;2436
chr4;556;567;hbx5-1_M0873_1.02;0.00037;4;10702
chr4;556;567;mybA_M1354_1.02;0.00467;1;214
chr4;556;567;gtaE_M0773_1.02;0.00057;1;1766
chr4;556;567;mybG_M1351_1.02;0.00013;1;7662
chr4;556;567;srfA_M1297_1.02;0.00081;1;1240
chr4;556;567;gbfA_M1673_1.02;0.00047;2;4289
chr4;556;567;hbx5-2_M0874_1.02;0.00065;2;3073
chr4;2628;2636;mybG_M1351_1.02;0.00013;1;7662
chr4;2628;2636;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2628;2636;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;2628;2636;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;2628;2636;bzpJ_M0282_1.02;0.00099;1;1011
chr3;469;475;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;469;475;gtaC_M0776_1.02;0.00173;1;579
chr3;469;475;mybV_M1348_1.02;0.00082;2;2436
chr3;469;475;gtaI_M0779_1.02;0.00277;1;361
chr6;1539;1546;mybG_M1351_1.02;0.00013;1;7662
chr6;1539;1546;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;1539;1546;gbfA_M1673_1.02;0.00023;1;4289
chr6;1539;1546;hbx7_M0876_1.02;0.00292;1;343
chr6;1539;1546;E2F_M0666_1.02;0.00126;1;796
chr4;2711;2720;hbx10_M0878_1.02;0.00032;1;3127
chr5;977;984;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;977;984;mybV_M1348_1.02;0.00041;1;2436
chr5;977;984;mybG_M1351_1.02;0.00013;1;7662
chr5;977;984;bzpH_M0283_1.02;0.00036;2;5514
chr5;977;984;gbfA_M1673_1.02;0.00023;1;4289
chr5;977;984;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr5;1491;1502;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1491;1502;mybG_M1351_1.02;0.00039;3;7662
chr5;1491;1502;gtaE_M0773_1.02;0.00057;1;1766
chr5;1491;1502;gbfA_M1673_1.02;0.00023;1;4289
chr5;1491;1502;hbx10_M0878_1.02;0.00032;1;3127
chr5;1491;1502;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2909;2921;mybG_M1351_1.02;0.00013;1;7662
chr2;2909;2921;gtaG_M0774_1.02;0.00578;1;173
chr2;2909;2921;hbx9_M0877_1.02;0.00166;1;602
chr5;1958;1966;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1958;1966;hbx9_M0877_1.02;0.00166;1;602
chr5;1958;1966;mybG_M1351_1.02;0.00013;1;7662
chr5;1958;1966;srfA_M1297_1.02;0.00161;2;1240
chr5;1958;1966;hbx7_M0876_1.02;0.00583;2;343
chr5;1958;1966;hbx10_M0878_1.02;0.00032;1;3127
chr5;1958;1966;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1958;1966;bzpQ_M0286_1.02;0.00169;1;593
chr5;1958;1966;E2F_M0666_1.02;0.00126;1;796
chr6;71;78;gtaE_M0773_1.02;0.00057;1;1766
chr6;71;78;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr6;71;78;gtaL_M0780_1.02;0.00286;1;350
chr6;71;78;gtaI_M0779_1.02;0.00277;1;361
chr4;571;581;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;571;581;gtaN_M0781_1.02;0.00610;1;164
chr4;571;581;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;571;581;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;571;581;gtaE_M0773_1.02;0.00113;2;1766
chr6;611;621;mybG_M1351_1.02;0.00013;1;7662
chr6;611;621;bzpH_M0283_1.02;0.00036;2;5514
chr6;611;621;gtaL_M0780_1.02;0.00286;1;350
chr6;611;621;hbx10_M0878_1.02;0.00032;1;3127
chr6;611;621;gtaI_M0779_1.02;0.00277;1;361
chr6;1327;1344;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;1327;1344;hbx9_M0877_1.02;0.00166;1;602
chr6;1327;1344;mybG_M1351_1.02;0.00013;1;7662
chr6;1327;1344;gtaT_M0778_1.02;0.00188;1;532
chr6;1327;1344;gtaH_M0777_1.02;0.00277;1;361
chr6;1327;1344;srfA_M1297_1.02;0.00161;2;1240
chr1;2285;2296;mybG_M1351_1.02;0.00013;1;7662
chr1;2285;2296;hbx5-1_M0873_1.02;0.00037;4;10702
chr4;651;661;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;651;661;hbx4_M0872_1.02;0.00218;1;459
chr4;651;661;mybG_M1351_1.02;0.00013;1;7662
chr4;651;661;hbx7_M0876_1.02;0.00292;1;343
chr4;651;661;gtaN_M0781_1.02;0.00610;1;164
chr4;651;661;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr6;1503;1513;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;2285;2291;mybG_M1351_1.02;0.00026;2;7662
chr1;2285;2291;hbx5-1_M0873_1.02;0.00028;3;10702
chr6;706;715;hbx4_M0872_1.02;0.00218;1;459
chr6;706;715;E2F_M0666_1.02;0.00126;1;796
chr5;1077;1084;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;1077;1084;mybAA_M1347_1.02;0.00330;1;303
chr5;1077;1084;mybG_M1351_1.02;0.00013;1;7662
chr5;1077;1084;gtaT_M0778_1.02;0.00188;1;532
chr5;1077;1084;bzpJ_M0282_1.02;0.00099;1;1011
chr5;1077;1084;gbfA_M1673_1.02;0.00047;2;4289
chr5;1077;1084;hbx5-2_M0874_1.02;0.00098;3;3073
chr5;1077;1084;gtaN_M0781_1.02;0.00610;1;164
chr4;347;353;mybG_M1351_1.02;0.00013;1;7662
chr4;347;353;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;347;353;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;347;353;hbx10_M0878_1.02;0.00032;1;3127
chr1;1321;1328;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1321;1328;srfA_M1297_1.02;0.00081;1;1240
chr1;1321;1328;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1321;1328;mybV_M1348_1.02;0.00041;1;2436
chr1;1321;1328;gtaH_M0777_1.02;0.00554;2;361
chr3;1207;1212;mybG_M1351_1.02;0.00013;1;7662
chr3;1207;1212;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1207;1212;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;1207;1212;hbx10_M0878_1.02;0.00032;1;3127
chr6;261;270;hbx5-1_M0873_1.02;0.00037;4;10702
chr6;261;270;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;2422;2428;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;2422;2428;gtaE_M0773_1.02;0.00057;1;1766
chr5;2422;2428;mybG_M1351_1.02;0.00013;1;7662
chr5;2422;2428;bzpJ_M0282_1.02;0.00099;1;1011
chr5;2422;2428;srfA_M1297_1.02;0.00081;1;1240
chr5;2422;2428;gbfA_M1673_1.02;0.00023;1;4289
chr5;2422;2428;hbx5-2_M0874_1.02;0.00065;2;3073
chr2;40;48;mybG_M1351_1.02;0.00013;1;7662
chr2;40;48;gtaG_M0774_1.02;0.00578;1;173
chr2;40;48;mybZ_M1350_1.02;0.00214;1;467
chr2;40;48;gbfA_M1673_1.02;0.00070;3;4289
chr6;945;954;mybG_M1351_1.02;0.00013;1;7662
chr6;945;954;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;945;954;hbx10_M0878_1.02;0.00032;1;3127
chr6;945;954;mybA_M1354_1.02;0.00467;1;214
chr6;945;954;hbx7_M0876_1.02;0.00292;1;343
chr2;696;704;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;696;704;mybV_M1348_1.02;0.00041;1;2436
chr2;696;704;mybG_M1351_1.02;0.00013;1;7662
chr2;696;704;bzpJ_M0282_1.02;0.00099;1;1011
chr2;696;704;gbfA_M1673_1.02;0.00023;1;4289
chr2;696;704;hbx10_M0878_1.02;0.00064;2;3127
chr4;786;793;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;786;793;bzpH_M0283_1.02;0.00036;2;5514
chr4;786;793;gtaE_M0773_1.02;0.00057;1;1766
chr4;786;793;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;786;793;mybE_M1349_1.02;0.00171;1;584
chr4;786;793;bzpQ_M0286_1.02;0.00169;1;593
chr4;786;793;E2F_M0666_1.02;0.00126;1;796
chr5;539;548;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;539;548;mybA_M1354_1.02;0.00467;1;214
chr2;406;417;mybG_M1351_1.02;0.00013;1;7662
chr2;406;417;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;406;417;gbfA_M1673_1.02;0.00023;1;4289
chr2;406;417;hbx5-2_M0874_1.02;0.00065;2;3073
chr2;406;417;mybV_M1348_1.02;0.00041;1;2436
chr5;417;424;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;417;424;srfA_M1297_1.02;0.00081;1;1240
chr5;1601;1611;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1601;1611;stkA_M0775_1.02;0.00172;1;583
chr5;1601;1611;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1601;1611;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;364;374;mybG_M1351_1.02;0.00013;1;7662
chr6;364;374;srfA_M1297_1.02;0.00081;1;1240
chr6;364;374;mybZ_M1350_1.02;0.00214;1;467
chr6;902;917;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;902;917;srfA_M1297_1.02;0.00081;1;1240
chr6;902;917;bzpJ_M0282_1.02;0.00099;1;1011
chr6;902;917;gbfA_M1673_1.02;0.00023;1;4289
chr6;902;917;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;902;917;hbx10_M0878_1.02;0.00032;1;3127
chr2;640;651;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;640;651;hbx9_M0877_1.02;0.00166;1;602
chr2;640;651;mybV_M1348_1.02;0.00041;1;2436
chr2;640;651;bzpH_M0283_1.02;0.00036;2;5514
chr2;640;651;gtaE_M0773_1.02;0.00170;3;1766
chr2;640;651;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;494;501;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;494;501;stkA_M0775_1.02;0.00172;1;583
chr5;494;501;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;494;501;hbx5-2_M0874_1.02;0.00065;2;3073
chr3;1561;1572;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1561;1572;srfA_M1297_1.02;0.00081;1;1240
chr3;1561;1572;gtaT_M0778_1.02;0.00188;1;532
chr3;1561;1572;bzpH_M0283_1.02;0.00036;2;5514
chr3;1561;1572;gtaE_M0773_1.02;0.00113;2;1766
chr3;1561;1572;hbx10_M0878_1.02;0.00032;1;3127
chr3;1561;1572;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;592;599;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;592;599;bzpH_M0283_1.02;0.00036;2;5514
chr3;592;599;hbx10_M0878_1.02;0.00064;2;3127
chr3;111;121;bzpD_M0284_1.02;0.00266;1;376
chr3;111;121;gtaE_M0773_1.02;0.00057;1;1766
chr2;2429;2443;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;2429;2443;mybV_M1348_1.02;0.00041;1;2436
chr2;2429;2443;hbx7_M0876_1.02;0.00292;1;343
chr2;2429;2443;mybG_M1351_1.02;0.00013;1;7662
chr2;2429;2443;srfA_M1297_1.02;0.00081;1;1240
chr2;2429;2443;bzpH_M0283_1.02;0.00073;4;5514
chr2;2429;2443;gtaE_M0773_1.02;0.00057;1;1766
chr3;2034;2045;hbx5-1_M0873_1.02;0.00037;4;10702
chr3;2034;2045;bzpH_M0283_1.02;0.00073;4;5514
chr3;2034;2045;bzpF_M0285_1.02;0.00962;1;104
chr3;2034;2045;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2034;2045;bzpJ_M0282_1.02;0.00099;1;1011
chr2;227;243;mybG_M1351_1.02;0.00013;1;7662
chr2;227;243;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;227;243;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;227;243;mybE_M1349_1.02;0.00171;1;584
chr2;227;243;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;599;606;hbx5-1_M0873_1.02;0.00047;5;10702
chr5;599;606;mybAA_M1347_1.02;0.00330;1;303
chr5;599;606;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;599;606;E2F_M0666_1.02;0.00126;1;796
chr5;1664;1674;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1664;1674;mybG_M1351_1.02;0.00013;1;7662
chr5;1664;1674;gtaL_M0780_1.02;0.00286;1;350
chr5;1664;1674;gtaI_M0779_1.02;0.00277;1;361
chr5;1664;1674;gtaE_M0773_1.02;0.00057;1;1766
chr5;1664;1674;mybZ_M1350_1.02;0.00214;1;467
chr5;1664;1674;gtaC_M0776_1.02;0.00173;1;579
chr5;1664;1674;hbx10_M0878_1.02;0.00032;1;3127
chr3;2452;2461;mybG_M1351_1.02;0.00013;1;7662
chr3;2452;2461;bzpH_M0283_1.02;0.00036;2;5514
chr3;2452;2461;hbx2_M0875_1.02;0.00211;1;474
chr4;1592;1601;hbx5-1_M0873_1.02;0.00075;8;10702
chr4;1592;1601;bzpH_M0283_1.02;0.00036;2;5514
chr4;1592;1601;hbx5-2_M0874_1.02;0.00065;2;3073
chr4;1592;1601;mybV_M1348_1.02;0.00041;1;2436
chr3;244;252;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;244;252;stkA_M0775_1.02;0.00172;1;583
chr3;244;252;gtaT_M0778_1.02;0.00188;1;532
chr3;244;252;mybV_M1348_1.02;0.00082;2;2436
chr3;244;252;dimB_M0289_1.02;0.00324;1;309
chr2;1021;1031;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;1021;1031;mybG_M1351_1.02;0.00013;1;7662
chr2;1021;1031;gtaL_M0780_1.02;0.00286;1;350
chr2;1021;1031;gtaI_M0779_1.02;0.00277;1;361
chr2;1021;1031;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;1021;1031;gtaC_M0776_1.02;0.00173;1;579
chr6;84;95;stkA_M0775_1.02;0.00172;1;583
chr2;1946;1955;mybG_M1351_1.02;0.00013;1;7662
chr2;1946;1955;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;1946;1955;mybAA_M1347_1.02;0.00330;1;303
chr5;1345;1354;hbx5-1_M0873_1.02;0.00056;6;10702
chr5;1345;1354;gbfA_M1673_1.02;0.00023;1;4289
chr5;1345;1354;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1345;1354;bzpJ_M0282_1.02;0.00099;1;1011
chr5;1345;1354;E2F_M0666_1.02;0.00126;1;796
chr6;1768;1780;bzpH_M0283_1.02;0.00036;2;5514
chr6;1768;1780;gtaE_M0773_1.02;0.00057;1;1766
chr4;2614;2628;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2614;2628;hbx10_M0878_1.02;0.00032;1;3127
chr4;2614;2628;bzpJ_M0282_1.02;0.00099;1;1011
chr2;181;191;gtaE_M0773_1.02;0.00057;1;1766
chr2;181;191;gbfA_M1673_1.02;0.00023;1;4289
chr2;181;191;hbx10_M0878_1.02;0.00032;1;3127
chr2;113;123;mybG_M1351_1.02;0.00013;1;7662
chr2;113;123;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;113;123;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;113;123;gtaE_M0773_1.02;0.00057;1;1766
chr3;2710;2721;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2710;2721;srfA_M1297_1.02;0.00081;1;1240
chr3;2710;2721;gtaL_M0780_1.02;0.00286;1;350
chr3;2710;2721;gtaI_M0779_1.02;0.00277;1;361
chr3;2710;2721;bzpH_M0283_1.02;0.00036;2;5514
chr3;2710;2721;gtaE_M0773_1.02;0.00057;1;1766
chr3;1037;1049;mybG_M1351_1.02;0.00013;1;7662
chr3;1037;1049;gtaE_M0773_1.02;0.00057;1;1766
chr3;2190;2196;mybG_M1351_1.02;0.00013;1;7662
chr3;2190;2196;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2190;2196;mybE_M1349_1.02;0.00171;1;584
chr3;2190;2196;bzpH_M0283_1.02;0.00109;6;5514
chr3;1178;1184;mybG_M1351_1.02;0.00013;1;7662
chr3;1178;1184;bzpH_M0283_1.02;0.00036;2;5514
chr3;1178;1184;bzpQ_M0286_1.02;0.00169;1;593
chr6;1693;1719;mybG_M1351_1.02;0.00013;1;7662
chr6;1693;1719;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;1693;1719;bzpQ_M0286_1.02;0.00169;1;593
chr6;1693;1719;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;2267;2274;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;2267;2274;bzpH_M0283_1.02;0.00036;2;5514
chr1;2267;2274;gtaT_M0778_1.02;0.00188;1;532
chr1;2267;2274;mybQ_M1353_1.02;0.00435;1;230
chr1;2267;2274;mybAA_M1347_1.02;0.00330;1;303
chr4;2407;2414;gbfA_M1673_1.02;0.00023;1;4289
chr4;2407;2414;hbx10_M0878_1.02;0.00064;2;3127
chr3;1509;1521;srfA_M1297_1.02;0.00081;1;1240
chr3;1509;1521;mybV_M1348_1.02;0.00041;1;2436
chr1;624;636;mybG_M1351_1.02;0.00013;1;7662
chr1;624;636;hbx4_M0872_1.02;0.00218;1;459
chr1;1818;1828;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1818;1828;dimB_M0289_1.02;0.00324;1;309
chr1;1818;1828;mybG_M1351_1.02;0.00013;1;7662
chr1;1818;1828;bzpH_M0283_1.02;0.00036;2;5514
chr1;1818;1828;hbx10_M0878_1.02;0.00032;1;3127
chr1;1818;1828;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;1818;1828;mybE_M1349_1.02;0.00171;1;584
chr1;1818;1828;bzpQ_M0286_1.02;0.00169;1;593
chr5;594;602;mybG_M1351_1.02;0.00013;1;7662
chr5;594;602;hbx5-1_M0873_1.02;0.00047;5;10702
chr5;594;602;hbx5-2_M0874_1.02;0.00098;3;3073
chr4;2501;2506;mybG_M1351_1.02;0.00026;2;7662
chr4;2501;2506;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2501;2506;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;2501;2506;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2747;2755;mybG_M1351_1.02;0.00013;1;7662
chr2;2747;2755;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;2747;2755;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;615;622;mybG_M1351_1.02;0.00026;2;7662
chr3;615;622;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;615;622;gbfA_M1673_1.02;0.00023;1;4289
chr3;615;622;bzpQ_M0286_1.02;0.00169;1;593
chr3;615;622;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2392;2404;mybG_M1351_1.02;0.00013;1;7662
chr1;1149;1156;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1149;1156;gbfA_M1673_1.02;0.00023;1;4289
chr1;1149;1156;mybE_M1349_1.02;0.00171;1;584
chr3;2419;2436;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2419;2436;bzpH_M0283_1.02;0.00036;2;5514
chr3;2419;2436;gbfA_M1673_1.02;0.00023;1;4289
chr3;2419;2436;hbx10_M0878_1.02;0.00032;1;3127
chr3;2419;2436;srfA_M1297_1.02;0.00081;1;1240
chr4;972;987;mybG_M1351_1.02;0.00026;2;7662
chr4;972;987;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;972;987;hbx5-2_M0874_1.02;0.00065;2;3073
chr4;972;987;bzpJ_M0282_1.02;0.00099;1;1011
chr2;1975;1984;stkA_M0775_1.02;0.00172;1;583
chr2;1975;1984;mybZ_M1350_1.02;0.00214;1;467
chr2;1975;1984;mybV_M1348_1.02;0.00041;1;2436
chr2;1975;1984;gtaE_M0773_1.02;0.00057;1;1766
chr5;2196;2202;mybG_M1351_1.02;0.00013;1;7662
chr5;2196;2202;gbfA_M1673_1.02;0.00023;1;4289
chr5;2196;2202;hbx10_M0878_1.02;0.00064;2;3127
chr2;1975;1988;gtaE_M0773_1.02;0.00057;1;1766
chr2;1975;1988;stkA_M0775_1.02;0.00172;1;583
chr2;1975;1988;gbfA_M1673_1.02;0.00023;1;4289
chr2;1975;1988;mybV_M1348_1.02;0.00041;1;2436
chr2;1975;1988;E2F_M0666_1.02;0.00126;1;796
chr2;4017;4026;mybG_M1351_1.02;0.00013;1;7662
chr2;4017;4026;gtaE_M0773_1.02;0.00170;3;1766
chr2;4017;4026;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;4017;4026;gtaT_M0778_1.02;0.00188;1;532
chr2;4017;4026;hbx9_M0877_1.02;0.00166;1;602
chr3;57;68;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;57;68;bzpH_M0283_1.02;0.00036;2;5514
chr4;2016;2027;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2016;2027;mybV_M1348_1.02;0.00082;2;2436
chr4;2016;2027;mybG_M1351_1.02;0.00013;1;7662
chr4;2016;2027;bzpH_M0283_1.02;0.00036;2;5514
chr4;2016;2027;srfA_M1297_1.02;0.00081;1;1240
chr4;2016;2027;gbfA_M1673_1.02;0.00023;1;4289
chr3;916;925;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;916;925;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;916;925;hbx10_M0878_1.02;0.00032;1;3127
chr3;916;925;srfA_M1297_1.02;0.00161;2;1240
chr3;916;925;mybV_M1348_1.02;0.00082;2;2436
chr2;722;730;hbx5-1_M0873_1.02;0.00019;2;10702
